,geometry,crime,color
144,"POLYGON ((-73.58683070149999 45.5260685085, -73.58383070149999 45.5260685085, -73.58383070149999 45.5230685085, -73.58683070149999 45.5230685085, -73.58683070149999 45.5260685085))",25,purple
145,"POLYGON ((-73.58383070149999 45.5260685085, -73.58083070149999 45.5260685085, -73.58083070149999 45.5230685085, -73.58383070149999 45.5230685085, -73.58383070149999 45.5260685085))",102,yellow
146,"POLYGON ((-73.58083070149999 45.5260685085, -73.57783070149999 45.5260685085, -73.57783070149999 45.5230685085, -73.58083070149999 45.5230685085, -73.58083070149999 45.5260685085))",204,yellow
147,"POLYGON ((-73.57783070149999 45.5260685085, -73.57483070149999 45.5260685085, -73.57483070149999 45.5230685085, -73.57783070149999 45.5230685085, -73.57783070149999 45.5260685085))",237,yellow
148,"POLYGON ((-73.57483070149999 45.5260685085, -73.57183070149999 45.5260685085, -73.57183070149999 45.5230685085, -73.57483070149999 45.5230685085, -73.57483070149999 45.5260685085))",154,yellow
149,"POLYGON ((-73.57183070149999 45.5260685085, -73.56883070149999 45.5260685085, -73.56883070149999 45.5230685085, -73.57183070149999 45.5230685085, -73.57183070149999 45.5260685085))",74,yellow
150,"POLYGON ((-73.56883070149999 45.5260685085, -73.56583070149999 45.5260685085, -73.56583070149999 45.5230685085, -73.56883070149999 45.5230685085, -73.56883070149999 45.5260685085))",429,yellow
151,"POLYGON ((-73.56583070149999 45.5260685085, -73.56283070149999 45.5260685085, -73.56283070149999 45.5230685085, -73.56583070149999 45.5230685085, -73.56583070149999 45.5260685085))",177,yellow
152,"POLYGON ((-73.56283070149999 45.5260685085, -73.55983070149999 45.5260685085, -73.55983070149999 45.5230685085, -73.56283070149999 45.5230685085, -73.56283070149999 45.5260685085))",273,yellow
153,"POLYGON ((-73.55983070149999 45.5260685085, -73.55683070149999 45.5260685085, -73.55683070149999 45.5230685085, -73.55983070149999 45.5230685085, -73.55983070149999 45.5260685085))",76,yellow
154,"POLYGON ((-73.55683070149999 45.5260685085, -73.55383070149999 45.5260685085, -73.55383070149999 45.5230685085, -73.55683070149999 45.5230685085, -73.55683070149999 45.5260685085))",7,purple
155,"POLYGON ((-73.55383070149999 45.5260685085, -73.55083070149999 45.5260685085, -73.55083070149999 45.5230685085, -73.55383070149999 45.5230685085, -73.55383070149999 45.5260685085))",10,purple
156,"POLYGON ((-73.58983070149999 45.5290685085, -73.58683070149999 45.5290685085, -73.58683070149999 45.5260685085, -73.58983070149999 45.5260685085, -73.58983070149999 45.5290685085))",35,purple
157,"POLYGON ((-73.58683070149999 45.5290685085, -73.58383070149999 45.5290685085, -73.58383070149999 45.5260685085, -73.58683070149999 45.5260685085, -73.58683070149999 45.5290685085))",49,purple
158,"POLYGON ((-73.58383070149999 45.5290685085, -73.58083070149999 45.5290685085, -73.58083070149999 45.5260685085, -73.58383070149999 45.5260685085, -73.58383070149999 45.5290685085))",177,yellow
159,"POLYGON ((-73.58083070149999 45.5290685085, -73.57783070149999 45.5290685085, -73.57783070149999 45.5260685085, -73.58083070149999 45.5260685085, -73.58083070149999 45.5290685085))",92,yellow
160,"POLYGON ((-73.57783070149999 45.5290685085, -73.57483070149999 45.5290685085, -73.57483070149999 45.5260685085, -73.57783070149999 45.5260685085, -73.57783070149999 45.5290685085))",53,yellow
161,"POLYGON ((-73.57483070149999 45.5290685085, -73.57183070149999 45.5290685085, -73.57183070149999 45.5260685085, -73.57483070149999 45.5260685085, -73.57483070149999 45.5290685085))",38,purple
162,"POLYGON ((-73.57183070149999 45.5290685085, -73.56883070149999 45.5290685085, -73.56883070149999 45.5260685085, -73.57183070149999 45.5260685085, -73.57183070149999 45.5290685085))",148,yellow
163,"POLYGON ((-73.56883070149999 45.5290685085, -73.56583070149999 45.5290685085, -73.56583070149999 45.5260685085, -73.56883070149999 45.5260685085, -73.56883070149999 45.5290685085))",135,yellow
164,"POLYGON ((-73.56583070149999 45.5290685085, -73.56283070149999 45.5290685085, -73.56283070149999 45.5260685085, -73.56583070149999 45.5260685085, -73.56583070149999 45.5290685085))",71,yellow
165,"POLYGON ((-73.56283070149999 45.5290685085, -73.55983070149999 45.5290685085, -73.55983070149999 45.5260685085, -73.56283070149999 45.5260685085, -73.56283070149999 45.5290685085))",59,yellow
166,"POLYGON ((-73.55983070149999 45.5290685085, -73.55683070149999 45.5290685085, -73.55683070149999 45.5260685085, -73.55983070149999 45.5260685085, -73.55983070149999 45.5290685085))",42,purple
167,"POLYGON ((-73.55683070149999 45.5290685085, -73.55383070149999 45.5290685085, -73.55383070149999 45.5260685085, -73.55683070149999 45.5260685085, -73.55683070149999 45.5290685085))",35,purple
168,"POLYGON ((-73.55383070149999 45.5290685085, -73.55083070149999 45.5290685085, -73.55083070149999 45.5260685085, -73.55383070149999 45.5260685085, -73.55383070149999 45.5290685085))",3,purple
