,geometry,crime,color
48,"POLYGON ((-73.56283070149999 45.5020685085, -73.55983070149999 45.5020685085, -73.55983070149999 45.4990685085, -73.56283070149999 45.4990685085, -73.56283070149999 45.5020685085))",102,yellow
49,"POLYGON ((-73.55983070149999 45.5020685085, -73.55683070149999 45.5020685085, -73.55683070149999 45.4990685085, -73.55983070149999 45.4990685085, -73.55983070149999 45.5020685085))",149,yellow
50,"POLYGON ((-73.55683070149999 45.5020685085, -73.55383070149999 45.5020685085, -73.55383070149999 45.4990685085, -73.55683070149999 45.4990685085, -73.55683070149999 45.5020685085))",432,yellow
51,"POLYGON ((-73.55383070149999 45.5020685085, -73.55083070149999 45.5020685085, -73.55083070149999 45.4990685085, -73.55383070149999 45.4990685085, -73.55383070149999 45.5020685085))",194,yellow
52,"POLYGON ((-73.58983070149999 45.5050685085, -73.58683070149999 45.5050685085, -73.58683070149999 45.5020685085, -73.58983070149999 45.5020685085, -73.58983070149999 45.5050685085))",73,yellow
53,"POLYGON ((-73.58683070149999 45.5050685085, -73.58383070149999 45.5050685085, -73.58383070149999 45.5020685085, -73.58683070149999 45.5020685085, -73.58683070149999 45.5050685085))",106,yellow
54,"POLYGON ((-73.58383070149999 45.5050685085, -73.58083070149999 45.5050685085, -73.58083070149999 45.5020685085, -73.58383070149999 45.5020685085, -73.58383070149999 45.5050685085))",74,yellow
55,"POLYGON ((-73.58083070149999 45.5050685085, -73.57783070149999 45.5050685085, -73.57783070149999 45.5020685085, -73.58083070149999 45.5020685085, -73.58083070149999 45.5050685085))",151,yellow
56,"POLYGON ((-73.57783070149999 45.5050685085, -73.57483070149999 45.5050685085, -73.57483070149999 45.5020685085, -73.57783070149999 45.5020685085, -73.57783070149999 45.5050685085))",207,yellow
57,"POLYGON ((-73.57483070149999 45.5050685085, -73.57183070149999 45.5050685085, -73.57183070149999 45.5020685085, -73.57483070149999 45.5020685085, -73.57483070149999 45.5050685085))",109,yellow
58,"POLYGON ((-73.57183070149999 45.5050685085, -73.56883070149999 45.5050685085, -73.56883070149999 45.5020685085, -73.57183070149999 45.5020685085, -73.57183070149999 45.5050685085))",113,yellow
59,"POLYGON ((-73.56883070149999 45.5050685085, -73.56583070149999 45.5050685085, -73.56583070149999 45.5020685085, -73.56883070149999 45.5020685085, -73.56883070149999 45.5050685085))",212,yellow
60,"POLYGON ((-73.56583070149999 45.5050685085, -73.56283070149999 45.5050685085, -73.56283070149999 45.5020685085, -73.56583070149999 45.5020685085, -73.56583070149999 45.5050685085))",6,purple
61,"POLYGON ((-73.56283070149999 45.5050685085, -73.55983070149999 45.5050685085, -73.55983070149999 45.5020685085, -73.56283070149999 45.5020685085, -73.56283070149999 45.5050685085))",208,yellow
62,"POLYGON ((-73.55983070149999 45.5050685085, -73.55683070149999 45.5050685085, -73.55683070149999 45.5020685085, -73.55983070149999 45.5020685085, -73.55983070149999 45.5050685085))",363,yellow
63,"POLYGON ((-73.55683070149999 45.5050685085, -73.55383070149999 45.5050685085, -73.55383070149999 45.5020685085, -73.55683070149999 45.5020685085, -73.55683070149999 45.5050685085))",159,yellow
64,"POLYGON ((-73.55383070149999 45.5050685085, -73.55083070149999 45.5050685085, -73.55083070149999 45.5020685085, -73.55383070149999 45.5020685085, -73.55383070149999 45.5050685085))",93,yellow
65,"POLYGON ((-73.58983070149999 45.5080685085, -73.58683070149999 45.5080685085, -73.58683070149999 45.5050685085, -73.58983070149999 45.5050685085, -73.58983070149999 45.5080685085))",90,yellow
66,"POLYGON ((-73.58683070149999 45.5080685085, -73.58383070149999 45.5080685085, -73.58383070149999 45.5050685085, -73.58683070149999 45.5050685085, -73.58683070149999 45.5080685085))",50,yellow
67,"POLYGON ((-73.58383070149999 45.5080685085, -73.58083070149999 45.5080685085, -73.58083070149999 45.5050685085, -73.58383070149999 45.5050685085, -73.58383070149999 45.5080685085))",103,yellow
68,"POLYGON ((-73.58083070149999 45.5080685085, -73.57783070149999 45.5080685085, -73.57783070149999 45.5050685085, -73.58083070149999 45.5050685085, -73.58083070149999 45.5080685085))",139,yellow
69,"POLYGON ((-73.57783070149999 45.5080685085, -73.57483070149999 45.5080685085, -73.57483070149999 45.5050685085, -73.57783070149999 45.5050685085, -73.57783070149999 45.5080685085))",100,yellow
70,"POLYGON ((-73.57483070149999 45.5080685085, -73.57183070149999 45.5080685085, -73.57183070149999 45.5050685085, -73.57483070149999 45.5050685085, -73.57483070149999 45.5080685085))",221,yellow
71,"POLYGON ((-73.57183070149999 45.5080685085, -73.56883070149999 45.5080685085, -73.56883070149999 45.5050685085, -73.57183070149999 45.5050685085, -73.57183070149999 45.5080685085))",133,yellow
72,"POLYGON ((-73.56883070149999 45.5080685085, -73.56583070149999 45.5080685085, -73.56583070149999 45.5050685085, -73.56883070149999 45.5050685085, -73.56883070149999 45.5080685085))",204,yellow
73,"POLYGON ((-73.56583070149999 45.5080685085, -73.56283070149999 45.5080685085, -73.56283070149999 45.5050685085, -73.56583070149999 45.5050685085, -73.56583070149999 45.5080685085))",83,yellow
74,"POLYGON ((-73.56283070149999 45.5080685085, -73.55983070149999 45.5080685085, -73.55983070149999 45.5050685085, -73.56283070149999 45.5050685085, -73.56283070149999 45.5080685085))",239,yellow
75,"POLYGON ((-73.55983070149999 45.5080685085, -73.55683070149999 45.5080685085, -73.55683070149999 45.5050685085, -73.55983070149999 45.5050685085, -73.55983070149999 45.5080685085))",151,yellow
76,"POLYGON ((-73.55683070149999 45.5080685085, -73.55383070149999 45.5080685085, -73.55383070149999 45.5050685085, -73.55683070149999 45.5050685085, -73.55683070149999 45.5080685085))",221,yellow
77,"POLYGON ((-73.55383070149999 45.5080685085, -73.55083070149999 45.5080685085, -73.55083070149999 45.5050685085, -73.55383070149999 45.5050685085, -73.55383070149999 45.5080685085))",45,purple
78,"POLYGON ((-73.58983070149999 45.5110685085, -73.58683070149999 45.5110685085, -73.58683070149999 45.5080685085, -73.58983070149999 45.5080685085, -73.58983070149999 45.5110685085))",32,purple
79,"POLYGON ((-73.58683070149999 45.5110685085, -73.58383070149999 45.5110685085, -73.58383070149999 45.5080685085, -73.58683070149999 45.5080685085, -73.58683070149999 45.5110685085))",21,purple
80,"POLYGON ((-73.58383070149999 45.5110685085, -73.58083070149999 45.5110685085, -73.58083070149999 45.5080685085, -73.58383070149999 45.5080685085, -73.58383070149999 45.5110685085))",117,yellow
81,"POLYGON ((-73.58083070149999 45.5110685085, -73.57783070149999 45.5110685085, -73.57783070149999 45.5080685085, -73.58083070149999 45.5080685085, -73.58083070149999 45.5110685085))",111,yellow
82,"POLYGON ((-73.57783070149999 45.5110685085, -73.57483070149999 45.5110685085, -73.57483070149999 45.5080685085, -73.57783070149999 45.5080685085, -73.57783070149999 45.5110685085))",139,yellow
83,"POLYGON ((-73.57483070149999 45.5110685085, -73.57183070149999 45.5110685085, -73.57183070149999 45.5080685085, -73.57483070149999 45.5080685085, -73.57483070149999 45.5110685085))",318,yellow
84,"POLYGON ((-73.57183070149999 45.5110685085, -73.56883070149999 45.5110685085, -73.56883070149999 45.5080685085, -73.57183070149999 45.5080685085, -73.57183070149999 45.5110685085))",160,yellow
85,"POLYGON ((-73.56883070149999 45.5110685085, -73.56583070149999 45.5110685085, -73.56583070149999 45.5080685085, -73.56883070149999 45.5080685085, -73.56883070149999 45.5110685085))",289,yellow
86,"POLYGON ((-73.56583070149999 45.5110685085, -73.56283070149999 45.5110685085, -73.56283070149999 45.5080685085, -73.56583070149999 45.5080685085, -73.56583070149999 45.5110685085))",226,yellow
87,"POLYGON ((-73.56283070149999 45.5110685085, -73.55983070149999 45.5110685085, -73.55983070149999 45.5080685085, -73.56283070149999 45.5080685085, -73.56283070149999 45.5110685085))",219,yellow
88,"POLYGON ((-73.55983070149999 45.5110685085, -73.55683070149999 45.5110685085, -73.55683070149999 45.5080685085, -73.55983070149999 45.5080685085, -73.55983070149999 45.5110685085))",170,yellow
89,"POLYGON ((-73.55683070149999 45.5110685085, -73.55383070149999 45.5110685085, -73.55383070149999 45.5080685085, -73.55683070149999 45.5080685085, -73.55683070149999 45.5110685085))",69,yellow
90,"POLYGON ((-73.55383070149999 45.5110685085, -73.55083070149999 45.5110685085, -73.55083070149999 45.5080685085, -73.55383070149999 45.5080685085, -73.55383070149999 45.5110685085))",48,purple
91,"POLYGON ((-73.58983070149999 45.5140685085, -73.58683070149999 45.5140685085, -73.58683070149999 45.5110685085, -73.58983070149999 45.5110685085, -73.58983070149999 45.5140685085))",16,purple
92,"POLYGON ((-73.58683070149999 45.5140685085, -73.58383070149999 45.5140685085, -73.58383070149999 45.5110685085, -73.58683070149999 45.5110685085, -73.58683070149999 45.5140685085))",0,purple
93,"POLYGON ((-73.58383070149999 45.5140685085, -73.58083070149999 45.5140685085, -73.58083070149999 45.5110685085, -73.58383070149999 45.5110685085, -73.58383070149999 45.5140685085))",54,yellow
94,"POLYGON ((-73.58083070149999 45.5140685085, -73.57783070149999 45.5140685085, -73.57783070149999 45.5110685085, -73.58083070149999 45.5110685085, -73.58083070149999 45.5140685085))",187,yellow
95,"POLYGON ((-73.57783070149999 45.5140685085, -73.57483070149999 45.5140685085, -73.57483070149999 45.5110685085, -73.57783070149999 45.5110685085, -73.57783070149999 45.5140685085))",157,yellow
96,"POLYGON ((-73.57483070149999 45.5140685085, -73.57183070149999 45.5140685085, -73.57183070149999 45.5110685085, -73.57483070149999 45.5110685085, -73.57483070149999 45.5140685085))",197,yellow
97,"POLYGON ((-73.57183070149999 45.5140685085, -73.56883070149999 45.5140685085, -73.56883070149999 45.5110685085, -73.57183070149999 45.5110685085, -73.57183070149999 45.5140685085))",178,yellow
98,"POLYGON ((-73.56883070149999 45.5140685085, -73.56583070149999 45.5140685085, -73.56583070149999 45.5110685085, -73.56883070149999 45.5110685085, -73.56883070149999 45.5140685085))",150,yellow
99,"POLYGON ((-73.56583070149999 45.5140685085, -73.56283070149999 45.5140685085, -73.56283070149999 45.5110685085, -73.56583070149999 45.5110685085, -73.56583070149999 45.5140685085))",284,yellow
100,"POLYGON ((-73.56283070149999 45.5140685085, -73.55983070149999 45.5140685085, -73.55983070149999 45.5110685085, -73.56283070149999 45.5110685085, -73.56283070149999 45.5140685085))",65,yellow
101,"POLYGON ((-73.55983070149999 45.5140685085, -73.55683070149999 45.5140685085, -73.55683070149999 45.5110685085, -73.55983070149999 45.5110685085, -73.55983070149999 45.5140685085))",62,yellow
102,"POLYGON ((-73.55683070149999 45.5140685085, -73.55383070149999 45.5140685085, -73.55383070149999 45.5110685085, -73.55683070149999 45.5110685085, -73.55683070149999 45.5140685085))",49,purple
103,"POLYGON ((-73.55383070149999 45.5140685085, -73.55083070149999 45.5140685085, -73.55083070149999 45.5110685085, -73.55383070149999 45.5110685085, -73.55383070149999 45.5140685085))",36,purple
104,"POLYGON ((-73.58983070149999 45.5170685085, -73.58683070149999 45.5170685085, -73.58683070149999 45.5140685085, -73.58983070149999 45.5140685085, -73.58983070149999 45.5170685085))",122,yellow
105,"POLYGON ((-73.58683070149999 45.5170685085, -73.58383070149999 45.5170685085, -73.58383070149999 45.5140685085, -73.58683070149999 45.5140685085, -73.58683070149999 45.5170685085))",39,purple
106,"POLYGON ((-73.58383070149999 45.5170685085, -73.58083070149999 45.5170685085, -73.58083070149999 45.5140685085, -73.58383070149999 45.5140685085, -73.58383070149999 45.5170685085))",55,yellow
107,"POLYGON ((-73.58083070149999 45.5170685085, -73.57783070149999 45.5170685085, -73.57783070149999 45.5140685085, -73.58083070149999 45.5140685085, -73.58083070149999 45.5170685085))",125,yellow
108,"POLYGON ((-73.57783070149999 45.5170685085, -73.57483070149999 45.5170685085, -73.57483070149999 45.5140685085, -73.57783070149999 45.5140685085, -73.57783070149999 45.5170685085))",160,yellow
109,"POLYGON ((-73.57483070149999 45.5170685085, -73.57183070149999 45.5170685085, -73.57183070149999 45.5140685085, -73.57483070149999 45.5140685085, -73.57483070149999 45.5170685085))",57,yellow
110,"POLYGON ((-73.57183070149999 45.5170685085, -73.56883070149999 45.5170685085, -73.56883070149999 45.5140685085, -73.57183070149999 45.5140685085, -73.57183070149999 45.5170685085))",150,yellow
111,"POLYGON ((-73.56883070149999 45.5170685085, -73.56583070149999 45.5170685085, -73.56583070149999 45.5140685085, -73.56883070149999 45.5140685085, -73.56883070149999 45.5170685085))",113,yellow
112,"POLYGON ((-73.56583070149999 45.5170685085, -73.56283070149999 45.5170685085, -73.56283070149999 45.5140685085, -73.56583070149999 45.5140685085, -73.56583070149999 45.5170685085))",150,yellow
113,"POLYGON ((-73.56283070149999 45.5170685085, -73.55983070149999 45.5170685085, -73.55983070149999 45.5140685085, -73.56283070149999 45.5140685085, -73.56283070149999 45.5170685085))",105,yellow
114,"POLYGON ((-73.55983070149999 45.5170685085, -73.55683070149999 45.5170685085, -73.55683070149999 45.5140685085, -73.55983070149999 45.5140685085, -73.55983070149999 45.5170685085))",21,purple
115,"POLYGON ((-73.55683070149999 45.5170685085, -73.55383070149999 45.5170685085, -73.55383070149999 45.5140685085, -73.55683070149999 45.5140685085, -73.55683070149999 45.5170685085))",29,purple
116,"POLYGON ((-73.55383070149999 45.5170685085, -73.55083070149999 45.5170685085, -73.55083070149999 45.5140685085, -73.55383070149999 45.5140685085, -73.55383070149999 45.5170685085))",45,purple
117,"POLYGON ((-73.58983070149999 45.5200685085, -73.58683070149999 45.5200685085, -73.58683070149999 45.5170685085, -73.58983070149999 45.5170685085, -73.58983070149999 45.5200685085))",80,yellow
118,"POLYGON ((-73.58683070149999 45.5200685085, -73.58383070149999 45.5200685085, -73.58383070149999 45.5170685085, -73.58683070149999 45.5170685085, -73.58683070149999 45.5200685085))",59,yellow
119,"POLYGON ((-73.58383070149999 45.5200685085, -73.58083070149999 45.5200685085, -73.58083070149999 45.5170685085, -73.58383070149999 45.5170685085, -73.58383070149999 45.5200685085))",159,yellow
120,"POLYGON ((-73.58083070149999 45.5200685085, -73.57783070149999 45.5200685085, -73.57783070149999 45.5170685085, -73.58083070149999 45.5170685085, -73.58083070149999 45.5200685085))",101,yellow
121,"POLYGON ((-73.57783070149999 45.5200685085, -73.57483070149999 45.5200685085, -73.57483070149999 45.5170685085, -73.57783070149999 45.5170685085, -73.57783070149999 45.5200685085))",331,yellow
122,"POLYGON ((-73.57483070149999 45.5200685085, -73.57183070149999 45.5200685085, -73.57183070149999 45.5170685085, -73.57483070149999 45.5170685085, -73.57483070149999 45.5200685085))",252,yellow
123,"POLYGON ((-73.57183070149999 45.5200685085, -73.56883070149999 45.5200685085, -73.56883070149999 45.5170685085, -73.57183070149999 45.5170685085, -73.57183070149999 45.5200685085))",152,yellow
124,"POLYGON ((-73.56883070149999 45.5200685085, -73.56583070149999 45.5200685085, -73.56583070149999 45.5170685085, -73.56883070149999 45.5170685085, -73.56883070149999 45.5200685085))",193,yellow
125,"POLYGON ((-73.56583070149999 45.5200685085, -73.56283070149999 45.5200685085, -73.56283070149999 45.5170685085, -73.56583070149999 45.5170685085, -73.56583070149999 45.5200685085))",99,yellow
126,"POLYGON ((-73.56283070149999 45.5200685085, -73.55983070149999 45.5200685085, -73.55983070149999 45.5170685085, -73.56283070149999 45.5170685085, -73.56283070149999 45.5200685085))",135,yellow
127,"POLYGON ((-73.55983070149999 45.5200685085, -73.55683070149999 45.5200685085, -73.55683070149999 45.5170685085, -73.55983070149999 45.5170685085, -73.55983070149999 45.5200685085))",30,purple
128,"POLYGON ((-73.55683070149999 45.5200685085, -73.55383070149999 45.5200685085, -73.55383070149999 45.5170685085, -73.55683070149999 45.5170685085, -73.55683070149999 45.5200685085))",37,purple
129,"POLYGON ((-73.55383070149999 45.5200685085, -73.55083070149999 45.5200685085, -73.55083070149999 45.5170685085, -73.55383070149999 45.5170685085, -73.55383070149999 45.5200685085))",13,purple
130,"POLYGON ((-73.58983070149999 45.5230685085, -73.58683070149999 45.5230685085, -73.58683070149999 45.5200685085, -73.58983070149999 45.5200685085, -73.58983070149999 45.5230685085))",58,yellow
131,"POLYGON ((-73.58683070149999 45.5230685085, -73.58383070149999 45.5230685085, -73.58383070149999 45.5200685085, -73.58683070149999 45.5200685085, -73.58683070149999 45.5230685085))",125,yellow
132,"POLYGON ((-73.58383070149999 45.5230685085, -73.58083070149999 45.5230685085, -73.58083070149999 45.5200685085, -73.58383070149999 45.5200685085, -73.58383070149999 45.5230685085))",118,yellow
133,"POLYGON ((-73.58083070149999 45.5230685085, -73.57783070149999 45.5230685085, -73.57783070149999 45.5200685085, -73.58083070149999 45.5200685085, -73.58083070149999 45.5230685085))",152,yellow
134,"POLYGON ((-73.57783070149999 45.5230685085, -73.57483070149999 45.5230685085, -73.57483070149999 45.5200685085, -73.57783070149999 45.5200685085, -73.57783070149999 45.5230685085))",446,yellow
135,"POLYGON ((-73.57483070149999 45.5230685085, -73.57183070149999 45.5230685085, -73.57183070149999 45.5200685085, -73.57483070149999 45.5200685085, -73.57483070149999 45.5230685085))",239,yellow
136,"POLYGON ((-73.57183070149999 45.5230685085, -73.56883070149999 45.5230685085, -73.56883070149999 45.5200685085, -73.57183070149999 45.5200685085, -73.57183070149999 45.5230685085))",105,yellow
137,"POLYGON ((-73.56883070149999 45.5230685085, -73.56583070149999 45.5230685085, -73.56583070149999 45.5200685085, -73.56883070149999 45.5200685085, -73.56883070149999 45.5230685085))",172,yellow
138,"POLYGON ((-73.56583070149999 45.5230685085, -73.56283070149999 45.5230685085, -73.56283070149999 45.5200685085, -73.56583070149999 45.5200685085, -73.56583070149999 45.5230685085))",217,yellow
139,"POLYGON ((-73.56283070149999 45.5230685085, -73.55983070149999 45.5230685085, -73.55983070149999 45.5200685085, -73.56283070149999 45.5200685085, -73.56283070149999 45.5230685085))",220,yellow
140,"POLYGON ((-73.55983070149999 45.5230685085, -73.55683070149999 45.5230685085, -73.55683070149999 45.5200685085, -73.55983070149999 45.5200685085, -73.55983070149999 45.5230685085))",79,yellow
141,"POLYGON ((-73.55683070149999 45.5230685085, -73.55383070149999 45.5230685085, -73.55383070149999 45.5200685085, -73.55683070149999 45.5200685085, -73.55683070149999 45.5230685085))",46,purple
142,"POLYGON ((-73.55383070149999 45.5230685085, -73.55083070149999 45.5230685085, -73.55083070149999 45.5200685085, -73.55383070149999 45.5200685085, -73.55383070149999 45.5230685085))",90,yellow
143,"POLYGON ((-73.58983070149999 45.5260685085, -73.58683070149999 45.5260685085, -73.58683070149999 45.5230685085, -73.58983070149999 45.5230685085, -73.58983070149999 45.5260685085))",32,purple
