,geometry,crime,color
139,"POLYGON ((-73.55183070150008 45.50406850850002, -73.54983070150008 45.50406850850002, -73.54983070150008 45.50206850850002, -73.55183070150008 45.50206850850002, -73.55183070150008 45.50406850850002))",14,purple
140,"POLYGON ((-73.58983070149999 45.50606850850002, -73.5878307015 45.50606850850002, -73.5878307015 45.50406850850002, -73.58983070149999 45.50406850850002, -73.58983070149999 45.50606850850002))",41,yellow
141,"POLYGON ((-73.5878307015 45.50606850850002, -73.5858307015 45.50606850850002, -73.5858307015 45.50406850850002, -73.5878307015 45.50406850850002, -73.5878307015 45.50606850850002))",25,purple
142,"POLYGON ((-73.5858307015 45.50606850850002, -73.58383070150001 45.50606850850002, -73.58383070150001 45.50406850850002, -73.5858307015 45.50406850850002, -73.5858307015 45.50606850850002))",97,yellow
143,"POLYGON ((-73.58383070150001 45.50606850850002, -73.58183070150001 45.50606850850002, -73.58183070150001 45.50406850850002, -73.58383070150001 45.50406850850002, -73.58383070150001 45.50606850850002))",36,yellow
144,"POLYGON ((-73.58183070150001 45.50606850850002, -73.57983070150001 45.50606850850002, -73.57983070150001 45.50406850850002, -73.58183070150001 45.50406850850002, -73.58183070150001 45.50606850850002))",25,purple
145,"POLYGON ((-73.57983070150001 45.50606850850002, -73.57783070150002 45.50606850850002, -73.57783070150002 45.50406850850002, -73.57983070150001 45.50406850850002, -73.57983070150001 45.50606850850002))",0,purple
146,"POLYGON ((-73.57783070150002 45.50606850850002, -73.57583070150002 45.50606850850002, -73.57583070150002 45.50406850850002, -73.57783070150002 45.50406850850002, -73.57783070150002 45.50606850850002))",73,yellow
147,"POLYGON ((-73.57583070150002 45.50606850850002, -73.57383070150003 45.50606850850002, -73.57383070150003 45.50406850850002, -73.57583070150002 45.50406850850002, -73.57583070150002 45.50606850850002))",179,yellow
148,"POLYGON ((-73.57383070150003 45.50606850850002, -73.57183070150003 45.50606850850002, -73.57183070150003 45.50406850850002, -73.57383070150003 45.50406850850002, -73.57383070150003 45.50606850850002))",2,purple
149,"POLYGON ((-73.57183070150003 45.50606850850002, -73.56983070150004 45.50606850850002, -73.56983070150004 45.50406850850002, -73.57183070150003 45.50406850850002, -73.57183070150003 45.50606850850002))",55,yellow
150,"POLYGON ((-73.56983070150004 45.50606850850002, -73.56783070150004 45.50606850850002, -73.56783070150004 45.50406850850002, -73.56983070150004 45.50406850850002, -73.56983070150004 45.50606850850002))",93,yellow
151,"POLYGON ((-73.56783070150004 45.50606850850002, -73.56583070150005 45.50606850850002, -73.56583070150005 45.50406850850002, -73.56783070150004 45.50406850850002, -73.56783070150004 45.50606850850002))",149,yellow
152,"POLYGON ((-73.56583070150005 45.50606850850002, -73.56383070150005 45.50606850850002, -73.56383070150005 45.50406850850002, -73.56583070150005 45.50406850850002, -73.56583070150005 45.50606850850002))",25,purple
153,"POLYGON ((-73.56383070150005 45.50606850850002, -73.56183070150006 45.50606850850002, -73.56183070150006 45.50406850850002, -73.56383070150005 45.50406850850002, -73.56383070150005 45.50606850850002))",45,yellow
154,"POLYGON ((-73.56183070150006 45.50606850850002, -73.55983070150006 45.50606850850002, -73.55983070150006 45.50406850850002, -73.56183070150006 45.50406850850002, -73.56183070150006 45.50606850850002))",191,yellow
155,"POLYGON ((-73.55983070150006 45.50606850850002, -73.55783070150007 45.50606850850002, -73.55783070150007 45.50406850850002, -73.55983070150006 45.50406850850002, -73.55983070150006 45.50606850850002))",56,yellow
156,"POLYGON ((-73.55783070150007 45.50606850850002, -73.55583070150007 45.50606850850002, -73.55583070150007 45.50406850850002, -73.55783070150007 45.50406850850002, -73.55783070150007 45.50606850850002))",85,yellow
157,"POLYGON ((-73.55583070150007 45.50606850850002, -73.55383070150008 45.50606850850002, -73.55383070150008 45.50406850850002, -73.55583070150007 45.50406850850002, -73.55583070150007 45.50606850850002))",38,yellow
158,"POLYGON ((-73.55383070150008 45.50606850850002, -73.55183070150008 45.50606850850002, -73.55183070150008 45.50406850850002, -73.55383070150008 45.50406850850002, -73.55383070150008 45.50606850850002))",25,purple
159,"POLYGON ((-73.55183070150008 45.50606850850002, -73.54983070150008 45.50606850850002, -73.54983070150008 45.50406850850002, -73.55183070150008 45.50406850850002, -73.55183070150008 45.50606850850002))",16,purple
160,"POLYGON ((-73.58983070149999 45.50806850850002, -73.5878307015 45.50806850850002, -73.5878307015 45.50606850850002, -73.58983070149999 45.50606850850002, -73.58983070149999 45.50806850850002))",19,purple
161,"POLYGON ((-73.5878307015 45.50806850850002, -73.5858307015 45.50806850850002, -73.5858307015 45.50606850850002, -73.5878307015 45.50606850850002, -73.5878307015 45.50806850850002))",58,yellow
162,"POLYGON ((-73.5858307015 45.50806850850002, -73.58383070150001 45.50806850850002, -73.58383070150001 45.50606850850002, -73.5858307015 45.50606850850002, -73.5858307015 45.50806850850002))",9,purple
163,"POLYGON ((-73.58383070150001 45.50806850850002, -73.58183070150001 45.50806850850002, -73.58183070150001 45.50606850850002, -73.58383070150001 45.50606850850002, -73.58383070150001 45.50806850850002))",39,yellow
164,"POLYGON ((-73.58183070150001 45.50806850850002, -73.57983070150001 45.50806850850002, -73.57983070150001 45.50606850850002, -73.58183070150001 45.50606850850002, -73.58183070150001 45.50806850850002))",28,purple
165,"POLYGON ((-73.57983070150001 45.50806850850002, -73.57783070150002 45.50806850850002, -73.57783070150002 45.50606850850002, -73.57983070150001 45.50606850850002, -73.57983070150001 45.50806850850002))",139,yellow
166,"POLYGON ((-73.57783070150002 45.50806850850002, -73.57583070150002 45.50806850850002, -73.57583070150002 45.50606850850002, -73.57783070150002 45.50606850850002, -73.57783070150002 45.50806850850002))",18,purple
167,"POLYGON ((-73.57583070150002 45.50806850850002, -73.57383070150003 45.50806850850002, -73.57383070150003 45.50606850850002, -73.57583070150002 45.50606850850002, -73.57583070150002 45.50806850850002))",53,yellow
168,"POLYGON ((-73.57383070150003 45.50806850850002, -73.57183070150003 45.50806850850002, -73.57183070150003 45.50606850850002, -73.57383070150003 45.50606850850002, -73.57383070150003 45.50806850850002))",132,yellow
169,"POLYGON ((-73.57183070150003 45.50806850850002, -73.56983070150004 45.50806850850002, -73.56983070150004 45.50606850850002, -73.57183070150003 45.50606850850002, -73.57183070150003 45.50806850850002))",70,yellow
170,"POLYGON ((-73.56983070150004 45.50806850850002, -73.56783070150004 45.50806850850002, -73.56783070150004 45.50606850850002, -73.56983070150004 45.50606850850002, -73.56983070150004 45.50806850850002))",30,purple
171,"POLYGON ((-73.56783070150004 45.50806850850002, -73.56583070150005 45.50806850850002, -73.56583070150005 45.50606850850002, -73.56783070150004 45.50606850850002, -73.56783070150004 45.50806850850002))",111,yellow
172,"POLYGON ((-73.56583070150005 45.50806850850002, -73.56383070150005 45.50806850850002, -73.56383070150005 45.50606850850002, -73.56583070150005 45.50606850850002, -73.56583070150005 45.50806850850002))",46,yellow
173,"POLYGON ((-73.56383070150005 45.50806850850002, -73.56183070150006 45.50806850850002, -73.56183070150006 45.50606850850002, -73.56383070150005 45.50606850850002, -73.56383070150005 45.50806850850002))",25,purple
174,"POLYGON ((-73.56183070150006 45.50806850850002, -73.55983070150006 45.50806850850002, -73.55983070150006 45.50606850850002, -73.56183070150006 45.50606850850002, -73.56183070150006 45.50806850850002))",103,yellow
175,"POLYGON ((-73.55983070150006 45.50806850850002, -73.55783070150007 45.50806850850002, -73.55783070150007 45.50606850850002, -73.55983070150006 45.50606850850002, -73.55983070150006 45.50806850850002))",95,yellow
176,"POLYGON ((-73.55783070150007 45.50806850850002, -73.55583070150007 45.50806850850002, -73.55583070150007 45.50606850850002, -73.55783070150007 45.50606850850002, -73.55783070150007 45.50806850850002))",46,yellow
177,"POLYGON ((-73.55583070150007 45.50806850850002, -73.55383070150008 45.50806850850002, -73.55383070150008 45.50606850850002, -73.55583070150007 45.50606850850002, -73.55583070150007 45.50806850850002))",137,yellow
178,"POLYGON ((-73.55383070150008 45.50806850850002, -73.55183070150008 45.50806850850002, -73.55183070150008 45.50606850850002, -73.55383070150008 45.50606850850002, -73.55383070150008 45.50806850850002))",39,yellow
179,"POLYGON ((-73.55183070150008 45.50806850850002, -73.54983070150008 45.50806850850002, -73.54983070150008 45.50606850850002, -73.55183070150008 45.50606850850002, -73.55183070150008 45.50806850850002))",5,purple
180,"POLYGON ((-73.58983070149999 45.51006850850003, -73.5878307015 45.51006850850003, -73.5878307015 45.50806850850002, -73.58983070149999 45.50806850850002, -73.58983070149999 45.51006850850003))",32,purple
181,"POLYGON ((-73.5878307015 45.51006850850003, -73.5858307015 45.51006850850003, -73.5858307015 45.50806850850002, -73.5878307015 45.50806850850002, -73.5878307015 45.51006850850003))",21,purple
182,"POLYGON ((-73.5858307015 45.51006850850003, -73.58383070150001 45.51006850850003, -73.58383070150001 45.50806850850002, -73.5858307015 45.50806850850002, -73.5858307015 45.51006850850003))",0,purple
183,"POLYGON ((-73.58383070150001 45.51006850850003, -73.58183070150001 45.51006850850003, -73.58183070150001 45.50806850850002, -73.58383070150001 45.50806850850002, -73.58383070150001 45.51006850850003))",53,yellow
184,"POLYGON ((-73.58183070150001 45.51006850850003, -73.57983070150001 45.51006850850003, -73.57983070150001 45.50806850850002, -73.58183070150001 45.50806850850002, -73.58183070150001 45.51006850850003))",66,yellow
185,"POLYGON ((-73.57983070150001 45.51006850850003, -73.57783070150002 45.51006850850003, -73.57783070150002 45.50806850850002, -73.57983070150001 45.50806850850002, -73.57983070150001 45.51006850850003))",30,purple
186,"POLYGON ((-73.57783070150002 45.51006850850003, -73.57583070150002 45.51006850850003, -73.57583070150002 45.50806850850002, -73.57783070150002 45.50806850850002, -73.57783070150002 45.51006850850003))",57,yellow
187,"POLYGON ((-73.57583070150002 45.51006850850003, -73.57383070150003 45.51006850850003, -73.57383070150003 45.50806850850002, -73.57583070150002 45.50806850850002, -73.57583070150002 45.51006850850003))",140,yellow
188,"POLYGON ((-73.57383070150003 45.51006850850003, -73.57183070150003 45.51006850850003, -73.57183070150003 45.50806850850002, -73.57383070150003 45.50806850850002, -73.57383070150003 45.51006850850003))",100,yellow
189,"POLYGON ((-73.57183070150003 45.51006850850003, -73.56983070150004 45.51006850850003, -73.56983070150004 45.50806850850002, -73.57183070150003 45.50806850850002, -73.57183070150003 45.51006850850003))",92,yellow
190,"POLYGON ((-73.56983070150004 45.51006850850003, -73.56783070150004 45.51006850850003, -73.56783070150004 45.50806850850002, -73.56983070150004 45.50806850850002, -73.56983070150004 45.51006850850003))",145,yellow
191,"POLYGON ((-73.56783070150004 45.51006850850003, -73.56583070150005 45.51006850850003, -73.56583070150005 45.50806850850002, -73.56783070150004 45.50806850850002, -73.56783070150004 45.51006850850003))",134,yellow
192,"POLYGON ((-73.56583070150005 45.51006850850003, -73.56383070150005 45.51006850850003, -73.56383070150005 45.50806850850002, -73.56583070150005 45.50806850850002, -73.56583070150005 45.51006850850003))",85,yellow
193,"POLYGON ((-73.56383070150005 45.51006850850003, -73.56183070150006 45.51006850850003, -73.56183070150006 45.50806850850002, -73.56383070150005 45.50806850850002, -73.56383070150005 45.51006850850003))",0,purple
194,"POLYGON ((-73.56183070150006 45.51006850850003, -73.55983070150006 45.51006850850003, -73.55983070150006 45.50806850850002, -73.56183070150006 45.50806850850002, -73.56183070150006 45.51006850850003))",192,yellow
195,"POLYGON ((-73.55983070150006 45.51006850850003, -73.55783070150007 45.51006850850003, -73.55783070150007 45.50806850850002, -73.55983070150006 45.50806850850002, -73.55983070150006 45.51006850850003))",99,yellow
196,"POLYGON ((-73.55783070150007 45.51006850850003, -73.55583070150007 45.51006850850003, -73.55583070150007 45.50806850850002, -73.55783070150007 45.50806850850002, -73.55783070150007 45.51006850850003))",77,yellow
197,"POLYGON ((-73.55583070150007 45.51006850850003, -73.55383070150008 45.51006850850003, -73.55383070150008 45.50806850850002, -73.55583070150007 45.50806850850002, -73.55583070150007 45.51006850850003))",37,yellow
198,"POLYGON ((-73.55383070150008 45.51006850850003, -73.55183070150008 45.51006850850003, -73.55183070150008 45.50806850850002, -73.55383070150008 45.50806850850002, -73.55383070150008 45.51006850850003))",12,purple
199,"POLYGON ((-73.55183070150008 45.51006850850003, -73.54983070150008 45.51006850850003, -73.54983070150008 45.50806850850002, -73.55183070150008 45.50806850850002, -73.55183070150008 45.51006850850003))",13,purple
200,"POLYGON ((-73.58983070149999 45.51206850850003, -73.5878307015 45.51206850850003, -73.5878307015 45.51006850850003, -73.58983070149999 45.51006850850003, -73.58983070149999 45.51206850850003))",0,purple
201,"POLYGON ((-73.5878307015 45.51206850850003, -73.5858307015 45.51206850850003, -73.5858307015 45.51006850850003, -73.5878307015 45.51006850850003, -73.5878307015 45.51206850850003))",0,purple
202,"POLYGON ((-73.5858307015 45.51206850850003, -73.58383070150001 45.51206850850003, -73.58383070150001 45.51006850850003, -73.5858307015 45.51006850850003, -73.5858307015 45.51206850850003))",0,purple
203,"POLYGON ((-73.58383070150001 45.51206850850003, -73.58183070150001 45.51206850850003, -73.58183070150001 45.51006850850003, -73.58383070150001 45.51006850850003, -73.58383070150001 45.51206850850003))",35,yellow
204,"POLYGON ((-73.58183070150001 45.51206850850003, -73.57983070150001 45.51206850850003, -73.57983070150001 45.51006850850003, -73.58183070150001 45.51006850850003, -73.58183070150001 45.51206850850003))",52,yellow
205,"POLYGON ((-73.57983070150001 45.51206850850003, -73.57783070150002 45.51206850850003, -73.57783070150002 45.51006850850003, -73.57983070150001 45.51006850850003, -73.57983070150001 45.51206850850003))",70,yellow
206,"POLYGON ((-73.57783070150002 45.51206850850003, -73.57583070150002 45.51206850850003, -73.57583070150002 45.51006850850003, -73.57783070150002 45.51006850850003, -73.57783070150002 45.51206850850003))",40,yellow
207,"POLYGON ((-73.57583070150002 45.51206850850003, -73.57383070150003 45.51206850850003, -73.57383070150003 45.51006850850003, -73.57583070150002 45.51006850850003, -73.57583070150002 45.51206850850003))",149,yellow
208,"POLYGON ((-73.57383070150003 45.51206850850003, -73.57183070150003 45.51206850850003, -73.57183070150003 45.51006850850003, -73.57383070150003 45.51006850850003, -73.57383070150003 45.51206850850003))",158,yellow
209,"POLYGON ((-73.57183070150003 45.51206850850003, -73.56983070150004 45.51206850850003, -73.56983070150004 45.51006850850003, -73.57183070150003 45.51006850850003, -73.57183070150003 45.51206850850003))",64,yellow
210,"POLYGON ((-73.56983070150004 45.51206850850003, -73.56783070150004 45.51206850850003, -73.56783070150004 45.51006850850003, -73.56983070150004 45.51006850850003, -73.56983070150004 45.51206850850003))",62,yellow
211,"POLYGON ((-73.56783070150004 45.51206850850003, -73.56583070150005 45.51206850850003, -73.56583070150005 45.51006850850003, -73.56783070150004 45.51006850850003, -73.56783070150004 45.51206850850003))",108,yellow
212,"POLYGON ((-73.56583070150005 45.51206850850003, -73.56383070150005 45.51206850850003, -73.56383070150005 45.51006850850003, -73.56583070150005 45.51006850850003, -73.56583070150005 45.51206850850003))",136,yellow
213,"POLYGON ((-73.56383070150005 45.51206850850003, -73.56183070150006 45.51206850850003, -73.56183070150006 45.51006850850003, -73.56383070150005 45.51006850850003, -73.56383070150005 45.51206850850003))",200,yellow
214,"POLYGON ((-73.56183070150006 45.51206850850003, -73.55983070150006 45.51206850850003, -73.55983070150006 45.51006850850003, -73.56183070150006 45.51006850850003, -73.56183070150006 45.51206850850003))",15,purple
215,"POLYGON ((-73.55983070150006 45.51206850850003, -73.55783070150007 45.51206850850003, -73.55783070150007 45.51006850850003, -73.55983070150006 45.51006850850003, -73.55983070150006 45.51206850850003))",3,purple
216,"POLYGON ((-73.55783070150007 45.51206850850003, -73.55583070150007 45.51206850850003, -73.55583070150007 45.51006850850003, -73.55783070150007 45.51006850850003, -73.55783070150007 45.51206850850003))",19,purple
217,"POLYGON ((-73.55583070150007 45.51206850850003, -73.55383070150008 45.51206850850003, -73.55383070150008 45.51006850850003, -73.55583070150007 45.51006850850003, -73.55583070150007 45.51206850850003))",28,purple
218,"POLYGON ((-73.55383070150008 45.51206850850003, -73.55183070150008 45.51206850850003, -73.55183070150008 45.51006850850003, -73.55383070150008 45.51006850850003, -73.55383070150008 45.51206850850003))",41,yellow
219,"POLYGON ((-73.55183070150008 45.51206850850003, -73.54983070150008 45.51206850850003, -73.54983070150008 45.51006850850003, -73.55183070150008 45.51006850850003, -73.55183070150008 45.51206850850003))",3,purple
220,"POLYGON ((-73.58983070149999 45.51406850850003, -73.5878307015 45.51406850850003, -73.5878307015 45.51206850850003, -73.58983070149999 45.51206850850003, -73.58983070149999 45.51406850850003))",16,purple
221,"POLYGON ((-73.5878307015 45.51406850850003, -73.5858307015 45.51406850850003, -73.5858307015 45.51206850850003, -73.5878307015 45.51206850850003, -73.5878307015 45.51406850850003))",0,purple
222,"POLYGON ((-73.5858307015 45.51406850850003, -73.58383070150001 45.51406850850003, -73.58383070150001 45.51206850850003, -73.5858307015 45.51206850850003, -73.5858307015 45.51406850850003))",0,purple
223,"POLYGON ((-73.58383070150001 45.51406850850003, -73.58183070150001 45.51406850850003, -73.58183070150001 45.51206850850003, -73.58383070150001 45.51206850850003, -73.58383070150001 45.51406850850003))",15,purple
224,"POLYGON ((-73.58183070150001 45.51406850850003, -73.57983070150001 45.51406850850003, -73.57983070150001 45.51206850850003, -73.58183070150001 45.51206850850003, -73.58183070150001 45.51406850850003))",66,yellow
225,"POLYGON ((-73.57983070150001 45.51406850850003, -73.57783070150002 45.51406850850003, -73.57783070150002 45.51206850850003, -73.57983070150001 45.51206850850003, -73.57983070150001 45.51406850850003))",82,yellow
226,"POLYGON ((-73.57783070150002 45.51406850850003, -73.57583070150002 45.51406850850003, -73.57583070150002 45.51206850850003, -73.57783070150002 45.51206850850003, -73.57783070150002 45.51406850850003))",61,yellow
227,"POLYGON ((-73.57583070150002 45.51406850850003, -73.57383070150003 45.51406850850003, -73.57383070150003 45.51206850850003, -73.57583070150002 45.51206850850003, -73.57583070150002 45.51406850850003))",25,purple
228,"POLYGON ((-73.57383070150003 45.51406850850003, -73.57183070150003 45.51406850850003, -73.57183070150003 45.51206850850003, -73.57383070150003 45.51206850850003, -73.57383070150003 45.51406850850003))",81,yellow
229,"POLYGON ((-73.57183070150003 45.51406850850003, -73.56983070150004 45.51406850850003, -73.56983070150004 45.51206850850003, -73.57183070150003 45.51206850850003, -73.57183070150003 45.51406850850003))",95,yellow
230,"POLYGON ((-73.56983070150004 45.51406850850003, -73.56783070150004 45.51406850850003, -73.56783070150004 45.51206850850003, -73.56983070150004 45.51206850850003, -73.56983070150004 45.51406850850003))",13,purple
231,"POLYGON ((-73.56783070150004 45.51406850850003, -73.56583070150005 45.51406850850003, -73.56583070150005 45.51206850850003, -73.56783070150004 45.51206850850003, -73.56783070150004 45.51406850850003))",64,yellow
232,"POLYGON ((-73.56583070150005 45.51406850850003, -73.56383070150005 45.51406850850003, -73.56383070150005 45.51206850850003, -73.56583070150005 45.51206850850003, -73.56583070150005 45.51406850850003))",60,yellow
233,"POLYGON ((-73.56383070150005 45.51406850850003, -73.56183070150006 45.51406850850003, -73.56183070150006 45.51206850850003, -73.56383070150005 45.51206850850003, -73.56383070150005 45.51406850850003))",81,yellow
234,"POLYGON ((-73.56183070150006 45.51406850850003, -73.55983070150006 45.51406850850003, -73.55983070150006 45.51206850850003, -73.56183070150006 45.51206850850003, -73.56183070150006 45.51406850850003))",25,purple
235,"POLYGON ((-73.55983070150006 45.51406850850003, -73.55783070150007 45.51406850850003, -73.55783070150007 45.51206850850003, -73.55983070150006 45.51206850850003, -73.55983070150006 45.51406850850003))",52,yellow
236,"POLYGON ((-73.55783070150007 45.51406850850003, -73.55583070150007 45.51406850850003, -73.55583070150007 45.51206850850003, -73.55783070150007 45.51206850850003, -73.55783070150007 45.51406850850003))",11,purple
237,"POLYGON ((-73.55583070150007 45.51406850850003, -73.55383070150008 45.51406850850003, -73.55383070150008 45.51206850850003, -73.55583070150007 45.51206850850003, -73.55583070150007 45.51406850850003))",24,purple
238,"POLYGON ((-73.55383070150008 45.51406850850003, -73.55183070150008 45.51406850850003, -73.55183070150008 45.51206850850003, -73.55383070150008 45.51206850850003, -73.55383070150008 45.51406850850003))",6,purple
239,"POLYGON ((-73.55183070150008 45.51406850850003, -73.54983070150008 45.51406850850003, -73.54983070150008 45.51206850850003, -73.55183070150008 45.51206850850003, -73.55183070150008 45.51406850850003))",43,yellow
240,"POLYGON ((-73.58983070149999 45.51606850850003, -73.5878307015 45.51606850850003, -73.5878307015 45.51406850850003, -73.58983070149999 45.51406850850003, -73.58983070149999 45.51606850850003))",62,yellow
241,"POLYGON ((-73.5878307015 45.51606850850003, -73.5858307015 45.51606850850003, -73.5858307015 45.51406850850003, -73.5878307015 45.51406850850003, -73.5878307015 45.51606850850003))",9,purple
242,"POLYGON ((-73.5858307015 45.51606850850003, -73.58383070150001 45.51606850850003, -73.58383070150001 45.51406850850003, -73.5858307015 45.51406850850003, -73.5858307015 45.51606850850003))",39,yellow
243,"POLYGON ((-73.58383070150001 45.51606850850003, -73.58183070150001 45.51606850850003, -73.58183070150001 45.51406850850003, -73.58383070150001 45.51406850850003, -73.58383070150001 45.51606850850003))",29,purple
244,"POLYGON ((-73.58183070150001 45.51606850850003, -73.57983070150001 45.51606850850003, -73.57983070150001 45.51406850850003, -73.58183070150001 45.51406850850003, -73.58183070150001 45.51606850850003))",46,yellow
245,"POLYGON ((-73.57983070150001 45.51606850850003, -73.57783070150002 45.51606850850003, -73.57783070150002 45.51406850850003, -73.57983070150001 45.51406850850003, -73.57983070150001 45.51606850850003))",16,purple
246,"POLYGON ((-73.57783070150002 45.51606850850003, -73.57583070150002 45.51606850850003, -73.57583070150002 45.51406850850003, -73.57783070150002 45.51406850850003, -73.57783070150002 45.51606850850003))",40,yellow
247,"POLYGON ((-73.57583070150002 45.51606850850003, -73.57383070150003 45.51606850850003, -73.57383070150003 45.51406850850003, -73.57583070150002 45.51406850850003, -73.57583070150002 45.51606850850003))",94,yellow
248,"POLYGON ((-73.57383070150003 45.51606850850003, -73.57183070150003 45.51606850850003, -73.57183070150003 45.51406850850003, -73.57383070150003 45.51406850850003, -73.57383070150003 45.51606850850003))",0,purple
249,"POLYGON ((-73.57183070150003 45.51606850850003, -73.56983070150004 45.51606850850003, -73.56983070150004 45.51406850850003, -73.57183070150003 45.51406850850003, -73.57183070150003 45.51606850850003))",65,yellow
250,"POLYGON ((-73.56983070150004 45.51606850850003, -73.56783070150004 45.51606850850003, -73.56783070150004 45.51406850850003, -73.56983070150004 45.51406850850003, -73.56983070150004 45.51606850850003))",76,yellow
251,"POLYGON ((-73.56783070150004 45.51606850850003, -73.56583070150005 45.51606850850003, -73.56583070150005 45.51406850850003, -73.56783070150004 45.51406850850003, -73.56783070150004 45.51606850850003))",45,yellow
252,"POLYGON ((-73.56583070150005 45.51606850850003, -73.56383070150005 45.51606850850003, -73.56383070150005 45.51406850850003, -73.56583070150005 45.51406850850003, -73.56583070150005 45.51606850850003))",97,yellow
253,"POLYGON ((-73.56383070150005 45.51606850850003, -73.56183070150006 45.51606850850003, -73.56183070150006 45.51406850850003, -73.56383070150005 45.51406850850003, -73.56383070150005 45.51606850850003))",31,purple
254,"POLYGON ((-73.56183070150006 45.51606850850003, -73.55983070150006 45.51606850850003, -73.55983070150006 45.51406850850003, -73.56183070150006 45.51406850850003, -73.56183070150006 45.51606850850003))",67,yellow
255,"POLYGON ((-73.55983070150006 45.51606850850003, -73.55783070150007 45.51606850850003, -73.55783070150007 45.51406850850003, -73.55983070150006 45.51406850850003, -73.55983070150006 45.51606850850003))",9,purple
256,"POLYGON ((-73.55783070150007 45.51606850850003, -73.55583070150007 45.51606850850003, -73.55583070150007 45.51406850850003, -73.55783070150007 45.51406850850003, -73.55783070150007 45.51606850850003))",13,purple
257,"POLYGON ((-73.55583070150007 45.51606850850003, -73.55383070150008 45.51606850850003, -73.55383070150008 45.51406850850003, -73.55583070150007 45.51406850850003, -73.55583070150007 45.51606850850003))",0,purple
258,"POLYGON ((-73.55383070150008 45.51606850850003, -73.55183070150008 45.51606850850003, -73.55183070150008 45.51406850850003, -73.55383070150008 45.51406850850003, -73.55383070150008 45.51606850850003))",27,purple
259,"POLYGON ((-73.55183070150008 45.51606850850003, -73.54983070150008 45.51606850850003, -73.54983070150008 45.51406850850003, -73.55183070150008 45.51406850850003, -73.55183070150008 45.51606850850003))",6,purple
260,"POLYGON ((-73.58983070149999 45.51806850850004, -73.5878307015 45.51806850850004, -73.5878307015 45.51606850850003, -73.58983070149999 45.51606850850003, -73.58983070149999 45.51806850850004))",51,yellow
261,"POLYGON ((-73.5878307015 45.51806850850004, -73.5858307015 45.51806850850004, -73.5858307015 45.51606850850003, -73.5878307015 45.51606850850003, -73.5878307015 45.51806850850004))",23,purple
262,"POLYGON ((-73.5858307015 45.51806850850004, -73.58383070150001 45.51806850850004, -73.58383070150001 45.51606850850003, -73.5858307015 45.51606850850003, -73.5858307015 45.51806850850004))",0,purple
263,"POLYGON ((-73.58383070150001 45.51806850850004, -73.58183070150001 45.51806850850004, -73.58183070150001 45.51606850850003, -73.58383070150001 45.51606850850003, -73.58383070150001 45.51806850850004))",22,purple
264,"POLYGON ((-73.58183070150001 45.51806850850004, -73.57983070150001 45.51806850850004, -73.57983070150001 45.51606850850003, -73.58183070150001 45.51606850850003, -73.58183070150001 45.51806850850004))",88,yellow
265,"POLYGON ((-73.57983070150001 45.51806850850004, -73.57783070150002 45.51806850850004, -73.57783070150002 45.51606850850003, -73.57983070150001 45.51606850850003, -73.57983070150001 45.51806850850004))",49,yellow
266,"POLYGON ((-73.57783070150002 45.51806850850004, -73.57583070150002 45.51806850850004, -73.57583070150002 45.51606850850003, -73.57783070150002 45.51606850850003, -73.57783070150002 45.51806850850004))",32,purple
267,"POLYGON ((-73.57583070150002 45.51806850850004, -73.57383070150003 45.51806850850004, -73.57383070150003 45.51606850850003, -73.57583070150002 45.51606850850003, -73.57583070150002 45.51806850850004))",126,yellow
268,"POLYGON ((-73.57383070150003 45.51806850850004, -73.57183070150003 45.51806850850004, -73.57183070150003 45.51606850850003, -73.57383070150003 45.51606850850003, -73.57383070150003 45.51806850850004))",62,yellow
269,"POLYGON ((-73.57183070150003 45.51806850850004, -73.56983070150004 45.51806850850004, -73.56983070150004 45.51606850850003, -73.57183070150003 45.51606850850003, -73.57183070150003 45.51806850850004))",63,yellow
270,"POLYGON ((-73.56983070150004 45.51806850850004, -73.56783070150004 45.51806850850004, -73.56783070150004 45.51606850850003, -73.56983070150004 45.51606850850003, -73.56983070150004 45.51806850850004))",103,yellow
271,"POLYGON ((-73.56783070150004 45.51806850850004, -73.56583070150005 45.51806850850004, -73.56583070150005 45.51606850850003, -73.56783070150004 45.51606850850003, -73.56783070150004 45.51806850850004))",56,yellow
272,"POLYGON ((-73.56583070150005 45.51806850850004, -73.56383070150005 45.51806850850004, -73.56383070150005 45.51606850850003, -73.56583070150005 45.51606850850003, -73.56583070150005 45.51806850850004))",64,yellow
273,"POLYGON ((-73.56383070150005 45.51806850850004, -73.56183070150006 45.51806850850004, -73.56183070150006 45.51606850850003, -73.56383070150005 45.51606850850003, -73.56383070150005 45.51806850850004))",62,yellow
274,"POLYGON ((-73.56183070150006 45.51806850850004, -73.55983070150006 45.51806850850004, -73.55983070150006 45.51606850850003, -73.56183070150006 45.51606850850003, -73.56183070150006 45.51806850850004))",23,purple
275,"POLYGON ((-73.55983070150006 45.51806850850004, -73.55783070150007 45.51806850850004, -73.55783070150007 45.51606850850003, -73.55983070150006 45.51606850850003, -73.55983070150006 45.51806850850004))",27,purple
276,"POLYGON ((-73.55783070150007 45.51806850850004, -73.55583070150007 45.51806850850004, -73.55583070150007 45.51606850850003, -73.55783070150007 45.51606850850003, -73.55783070150007 45.51806850850004))",18,purple
